Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Date
West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,90,600,21600,Online,54000,7/16/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,85,600,17850,Online,51000,11/17/2021
Foot Locker,South,Louisiana,New Orleans,Women's Street Footwear,75,600,18000,Online,45000,12/16/2021
Foot Locker,South,Louisiana,New Orleans,Women's Athletic Footwear,75,600,18000,Online,45000,12/16/2021
Foot Locker,South,Louisiana,New Orleans,Men's Athletic Footwear,35,600,6300,Online,21000,2/4/2021
West Gear,West,Idaho,Boise,Women's Street Footwear,50,600,10500,Online,30000,6/4/2021
Sports Direct,West,Idaho,Boise,Women's Street Footwear,60,600,14400,Online,36000,11/5/2021
Kohl's,West,New Mexico,Albuquerque,Women's Apparel,75,600,11250,Online,45000,6/26/2021
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,600,14400,Online,36000,7/25/2021
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,600,15600,Online,39000,11/26/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,45,600,10800,Online,27000,9/14/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,600,12000,Online,30000,9/14/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,600,5400,Online,18000,4/6/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,45,600,9450,Online,27000,2/4/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,30,600,6300,Online,18000,3/2/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,50,600,10500,Online,30000,5/2/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30,600,7200,Online,18000,9/2/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,40,600,8400,Online,24000,9/2/2021
Amazon,Southeast,Kentucky,Louisville,Men's Street Footwear,50,600,12000,Online,30000,7/21/2021
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,55,600,11550,Online,33000,7/16/2021
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,55,600,11550,Online,33000,8/17/2021
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,25,600,6000,Online,15000,4/20/2021
Walmart,South,Arkansas,Little Rock,Women's Apparel,65,600,15600,Online,39000,7/19/2021
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,30,600,7200,Online,18000,10/21/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,600,9600,Online,24000,6/21/2021
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,600,5250,Online,15000,2/14/2021
Foot Locker,Midwest,Kansas,Wichita,Men's Street Footwear,70,600,14700,Online,42000,12/12/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,60,600,14400,In-store,36000,12/9/2021
West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,45,600,10800,In-store,27000,6/17/2021
Kohl's,Northeast,Delaware,Wilmington,Men's Street Footwear,65,600,13650,In-store,39000,12/13/2021
Kohl's,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,10500,In-store,30000,6/8/2021
Kohl's,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,10500,In-store,30000,8/7/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,55,600,9900,In-store,33000,7/13/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,70,600,18900,In-store,42000,12/10/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,50,600,12000,In-store,30000,2/19/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,40,595,9520,Online,23800,11/3/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,40,595,9520,Online,23800,5/19/2021
West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,60,595,14280,In-store,35700,5/18/2021
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,595,15470,In-store,38675,5/17/2021
West Gear,West,California,San Francisco,Men's Apparel,65,575,20556.25,Outlet,37375,1/10/2021
Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,11500,Outlet,28750,7/6/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,45,575,12937.5,Outlet,25875,9/19/2021
Sports Direct,South,Texas,Dallas,Men's Apparel,50,575,10062.5,Outlet,28750,9/20/2021
Sports Direct,South,Texas,Dallas,Women's Street Footwear,45,575,10350,Outlet,25875,10/6/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,50,575,15812.5,Outlet,28750,10/9/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,65,575,18687.5,Outlet,37375,10/19/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,35,575,9056.25,Outlet,20125,1/9/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,45,575,11643.75,Outlet,25875,1/15/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,40,575,10350,Outlet,23000,1/21/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,40,575,10350,Outlet,23000,2/26/2021
Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,45,575,7762.5,Outlet,25875,2/27/2021
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,25,575,7906.25,Outlet,14375,4/2/2021
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,40,575,12650,Outlet,23000,4/18/2021
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,35,575,9056.25,Outlet,20125,5/3/2021
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,35,575,9056.25,Outlet,20125,5/4/2021
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,45,575,15525,Outlet,25875,9/9/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,55,575,15812.5,Outlet,31625,9/19/2021
Sports Direct,South,Alabama,Birmingham,Women's Apparel,40,575,14950,Outlet,23000,9/23/2021
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,45,575,12937.5,Outlet,25875,10/2/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,55,575,11068.75,Outlet,31625,2/22/2021
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,60,575,10350,Outlet,34500,5/18/2021
Walmart,Southeast,Florida,Orlando,Women's Apparel,70,575,18112.5,Outlet,40250,5/18/2021
Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,85,575,14662.5,In-store,48875,6/17/2021
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,65,575,9343.75,In-store,37375,10/17/2021
West Gear,Northeast,New York,Albany,Women's Street Footwear,35,575,5031.25,In-store,20125,3/8/2021
West Gear,Northeast,New York,Albany,Women's Apparel,45,575,12937.5,In-store,25875,3/8/2021
West Gear,Northeast,New York,Albany,Men's Athletic Footwear,55,575,11068.75,In-store,31625,5/8/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,50,575,8625,In-store,28750,6/10/2021
West Gear,Northeast,New York,Albany,Men's Apparel,65,575,13081.25,In-store,37375,6/10/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,55,575,9487.5,In-store,31625,7/8/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,45,575,7762.5,In-store,25875,8/9/2021
West Gear,Northeast,New York,Albany,Women's Athletic Footwear,50,575,8625,In-store,28750,11/9/2021
Kohl's,Northeast,New York,Albany,Women's Athletic Footwear,55,575,9487.5,In-store,31625,12/8/2021
Kohl's,Northeast,New York,Albany,Men's Apparel,65,575,13081.25,In-store,37375,12/8/2021
Kohl's,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,575,7762.5,In-store,25875,11/11/2021
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,60,575,8625,In-store,34500,11/11/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,45,575,9056.25,In-store,25875,11/24/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Apparel,85,575,14662.5,In-store,48875,12/23/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,60,575,18975,In-store,34500,5/15/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,575,11500,In-store,28750,6/17/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Street Footwear,50,575,8625,In-store,28750,7/15/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Street Footwear,45,575,7762.5,In-store,25875,8/16/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,50,575,15812.5,In-store,28750,9/15/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,40,575,9200,In-store,23000,10/17/2021
Foot Locker,Midwest,Missouri,St. Louis,Men's Street Footwear,35,575,8050,In-store,20125,4/18/2021
West Gear,West,Utah,Salt Lake City,Women's Apparel,40,575,11500,In-store,23000,6/11/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,30,575,6900,In-store,17250,10/11/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,45,575,9056.25,In-store,25875,11/24/2021
West Gear,West,Oregon,Portland,Women's Apparel,85,575,14662.5,In-store,48875,12/23/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,65,575,13081.25,Online,37375,5/18/2021
West Gear,South,Louisiana,New Orleans,Women's Athletic Footwear,85,575,19550,Online,48875,6/17/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,50,575,11500,Online,28750,10/17/2021
West Gear,West,Idaho,Boise,Women's Street Footwear,25,575,5031.25,Online,14375,5/5/2021
Sports Direct,West,Idaho,Boise,Men's Street Footwear,40,575,9200,Online,23000,10/4/2021
Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,40,575,9200,Online,23000,10/4/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,60,575,13800,Online,34500,8/23/2021
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,45,575,9056.25,Online,25875,9/24/2021
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,50,575,11500,Online,28750,9/24/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,55,575,11068.75,Online,31625,5/27/2021
Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,70,575,10062.5,Online,40250,6/13/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,575,12650,Online,31625,7/12/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,575,13800,Online,34500,11/13/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,5175,Online,17250,3/5/2021
Sports Direct,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30,575,6900,Online,17250,1/6/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,30,575,6037.5,Online,17250,4/3/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,20,575,4600,Online,11500,4/3/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,40,575,9200,Online,23000,5/2/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,35,575,8050,Online,20125,10/4/2021
Amazon,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35,575,7043.75,Online,20125,1/13/2021
Amazon,Southeast,North Carolina,Charlotte,Women's Street Footwear,25,575,5750,Online,14375,1/13/2021
Amazon,Southeast,North Carolina,Charlotte,Women's Apparel,35,575,10062.5,Online,20125,1/13/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,55,575,12650,Online,31625,7/9/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,55,575,12650,Online,31625,8/10/2021
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,50,575,10062.5,Online,28750,9/9/2021
Amazon,Midwest,Ohio,Columbus,Women's Apparel,80,575,23000,Online,46000,11/10/2021
West Gear,Midwest,Ohio,Columbus,Women's Street Footwear,65,575,14950,Online,37375,12/9/2021
Amazon,Southeast,Kentucky,Louisville,Men's Street Footwear,50,575,11500,Online,28750,8/22/2021
Sports Direct,South,Mississippi,Jackson,Men's Athletic Footwear,60,575,12075,Online,34500,12/16/2021
Sports Direct,South,Mississippi,Jackson,Women's Apparel,75,575,21562.5,Online,43125,12/16/2021
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,25,575,5750,Online,14375,1/23/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,575,11500,Online,28750,9/19/2021
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,40,575,8050,Online,23000,6/14/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,40,575,9200,In-store,23000,6/10/2021
Foot Locker,Northeast,Maryland,Baltimore,Men's Street Footwear,40,575,8050,In-store,23000,2/15/2021
Foot Locker,Northeast,Connecticut,Hartford,Men's Street Footwear,65,575,14950,In-store,37375,12/3/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,575,10062.5,In-store,28750,7/6/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,55,575,9487.5,In-store,31625,6/15/2021
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,55,575,9487.5,In-store,31625,8/14/2021
Amazon,Northeast,Massachusetts,Boston,Men's Street Footwear,65,575,11212.5,In-store,37375,12/13/2021
Amazon,Northeast,Massachusetts,Boston,Men's Street Footwear,45,575,11643.75,In-store,25875,2/12/2021
Foot Locker,Northeast,New Hampshire,Manchester,Men's Street Footwear,55,575,11068.75,Outlet,31625,2/22/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,65,570,12967.5,Outlet,37050,5/20/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,20,570,4560,Online,11400,3/19/2021
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,40,570,7980,Online,22800,5/12/2021
West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,30,570,6840,In-store,17100,3/16/2021
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,55,570,10972.5,In-store,31350,5/13/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,60,570,15390,In-store,34200,5/10/2021
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,570,11400,In-store,28500,3/17/2021
Kohl's,West,California,San Francisco,Women's Athletic Footwear,45,550,8662.5,Outlet,24750,3/10/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,45,550,8662.5,Outlet,24750,3/22/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,45,550,8662.5,Outlet,24750,4/16/2021
Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,11000,Outlet,27500,7/12/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,35,550,8662.5,Outlet,19250,9/7/2021
Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,550,11137.5,Outlet,24750,1/29/2021
Kohl's,Midwest,Montana,Billings,Women's Street Footwear,45,550,11137.5,Outlet,24750,2/4/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,45,550,11137.5,Outlet,24750,2/20/2021
Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,50,550,8250,Outlet,27500,2/21/2021
Sports Direct,South,Tennessee,Knoxville,Men's Apparel,45,550,9900,Outlet,24750,4/19/2021
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,60,550,18150,Outlet,33000,5/18/2021
Foot Locker,Midwest,Nebraska,Omaha,Men's Street Footwear,45,550,9900,Outlet,24750,6/26/2021
Sports Direct,South,Alabama,Birmingham,Women's Apparel,20,550,6600,Outlet,11000,8/24/2021
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,65,550,21450,Outlet,35750,10/9/2021
Amazon,Northeast,Maine,Portland,Men's Street Footwear,55,550,10587.5,Outlet,30250,11/17/2021
Foot Locker,West,Hawaii,Honolulu,Men's Apparel,85,550,7012.5,Outlet,46750,7/9/2021
Foot Locker,West,Hawaii,Honolulu,Women's Apparel,100,550,22000,Outlet,55000,7/9/2021
Walmart,West,Hawaii,Honolulu,Men's Street Footwear,65,550,8937.5,Outlet,35750,9/11/2021
Walmart,West,Hawaii,Honolulu,Men's Athletic Footwear,70,550,7700,Outlet,38500,9/11/2021
Sports Direct,Southeast,Florida,Orlando,Men's Street Footwear,50,550,8250,Outlet,27500,3/16/2021
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,65,550,10725,Outlet,35750,4/17/2021
West Gear,Southeast,Florida,Orlando,Men's Apparel,55,550,10587.5,In-store,30250,1/12/2021
West Gear,Southeast,Florida,Orlando,Men's Athletic Footwear,45,550,8662.5,In-store,24750,2/10/2021
West Gear,Northeast,New York,Albany,Men's Apparel,55,550,10587.5,In-store,30250,2/10/2021
West Gear,Northeast,New York,Albany,Men's Athletic Footwear,45,550,8662.5,In-store,24750,3/8/2021
West Gear,Northeast,New York,Albany,Women's Street Footwear,50,550,6875,In-store,27500,5/8/2021
West Gear,Northeast,New York,Albany,Men's Apparel,55,550,10587.5,In-store,30250,8/9/2021
West Gear,Northeast,New York,Albany,Women's Street Footwear,45,550,6187.5,In-store,24750,9/8/2021
West Gear,Northeast,New York,Albany,Men's Apparel,65,550,12512.5,In-store,35750,11/9/2021
Kohl's,Northeast,New York,Albany,Women's Street Footwear,30,550,5775,In-store,16500,2/12/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,5775,In-store,16500,3/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,40,550,5500,In-store,22000,3/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Apparel,40,550,5500,In-store,22000,4/11/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,7700,In-store,22000,7/10/2021
Kohl's,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,7700,In-store,22000,8/11/2021
Foot Locker,West,Wyoming,Cheyenne,Women's Street Footwear,45,550,8662.5,In-store,24750,12/10/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,550,16362.5,In-store,46750,7/23/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,80,550,13200,In-store,44000,11/24/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Street Footwear,70,550,13475,In-store,38500,12/23/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,550,13475,In-store,38500,12/23/2021
Sports Direct,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,550,7700,In-store,19250,1/19/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Street Footwear,25,550,4125,In-store,13750,1/19/2021
Sports Direct,Southeast,Virginia,Richmond,Women's Apparel,35,550,10587.5,In-store,19250,1/19/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Apparel,35,550,10587.5,In-store,19250,2/17/2021
Sports Direct,Midwest,Michigan,Detroit,Women's Street Footwear,45,550,7425,In-store,24750,6/17/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Apparel,60,550,13200,In-store,33000,7/15/2021
Foot Locker,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,550,9625,In-store,27500,12/15/2021
Foot Locker,Midwest,Michigan,Detroit,Men's Apparel,60,550,13200,In-store,33000,12/15/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Apparel,45,550,12375,In-store,24750,7/17/2021
West Gear,West,Utah,Salt Lake City,Men's Athletic Footwear,30,550,5775,In-store,16500,7/10/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,30,550,6600,In-store,16500,11/11/2021
West Gear,West,Oregon,Portland,Women's Athletic Footwear,85,550,16362.5,In-store,46750,7/23/2021
West Gear,West,Oregon,Portland,Women's Apparel,80,550,13200,In-store,44000,11/24/2021
West Gear,West,Oregon,Portland,Women's Street Footwear,70,550,13475,In-store,38500,12/23/2021
West Gear,West,Oregon,Portland,Women's Athletic Footwear,70,550,13475,In-store,38500,12/23/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,45,550,9900,In-store,24750,5/18/2021
West Gear,West,Idaho,Boise,Women's Apparel,30,550,8250,Online,16500,4/5/2021
West Gear,West,Idaho,Boise,Women's Athletic Footwear,50,550,12375,Online,27500,6/4/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,45,550,8662.5,Online,24750,3/25/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,55,550,10587.5,Online,30250,4/26/2021
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,550,13200,Online,33000,6/26/2021
Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,11550,Online,33000,6/26/2021
Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,11550,Online,33000,7/25/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,50,550,9625,Online,27500,10/26/2021
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,55,550,12100,Online,30250,10/26/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,60,550,11550,Online,33000,11/26/2021
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,50,550,11000,Online,27500,5/14/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,35,550,7700,Online,19250,10/4/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Apparel,45,550,8662.5,Online,24750,10/4/2021
Amazon,Midwest,Ohio,Columbus,Women's Apparel,30,550,8250,Online,16500,2/11/2021
Amazon,Midwest,Ohio,Columbus,Women's Apparel,55,550,15125,Online,30250,5/9/2021
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,45,550,8662.5,Online,24750,6/11/2021
Amazon,Midwest,Ohio,Columbus,Men's Apparel,65,550,12512.5,Online,35750,7/9/2021
Amazon,Midwest,Ohio,Columbus,Women's Apparel,40,550,11000,Online,22000,9/9/2021
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,550,5775,Online,16500,10/11/2021
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,40,550,8800,Online,22000,2/22/2021
Walmart,South,Arkansas,Little Rock,Women's Apparel,60,550,13200,Online,33000,6/21/2021
Walmart,South,Arkansas,Little Rock,Women's Apparel,55,550,12100,Online,30250,8/20/2021
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,25,550,5500,Online,13750,11/20/2021
Kohl's,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,550,4812.5,Online,13750,1/16/2021
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,50,550,9625,Online,27500,9/12/2021
Foot Locker,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50,550,9625,Online,27500,7/11/2021
Sports Direct,Midwest,North Dakota,Fargo,Men's Street Footwear,50,550,9625,In-store,27500,7/8/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Street Footwear,50,550,8250,In-store,27500,7/5/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,5775,In-store,19250,6/3/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,550,8250,In-store,27500,7/2/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,550,9900,In-store,33000,12/2/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,7700,In-store,19250,2/10/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,55,550,12100,In-store,30250,7/9/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,35,550,7700,In-store,19250,2/17/2021
West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,30,550,6600,In-store,16500,4/17/2021
West Gear,Northeast,West Virginia,Charleston,Men's Street Footwear,35,550,7700,In-store,19250,9/18/2021
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,60,550,11550,In-store,33000,12/6/2021
Sports Direct,Northeast,New Jersey,Newark,Men's Street Footwear,40,550,8800,In-store,22000,2/5/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,9625,In-store,27500,6/8/2021
Foot Locker,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,9625,In-store,27500,8/7/2021
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,550,11000,In-store,27500,4/18/2021
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,65,550,14300,Outlet,35750,9/17/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,55,545,10491.25,Outlet,29975,3/20/2021
West Gear,Northeast,New York,Albany,Women's Street Footwear,50,545,6812.5,In-store,27250,11/9/2021
Kohl's,Midwest,Kansas,Wichita,Men's Street Footwear,20,545,3815,Online,10900,3/12/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Street Footwear,60,545,13080,In-store,32700,5/11/2021
Foot Locker,Northeast,Delaware,Wilmington,Men's Street Footwear,40,545,7630,In-store,21800,3/13/2021
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,55,545,11990,In-store,29975,5/3/2021
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,45,545,11036.25,In-store,24525,3/10/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,45,525,8268.75,Outlet,23625,3/16/2021
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,45,525,8268.75,Outlet,23625,4/10/2021
Foot Locker,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,9450,Outlet,23625,6/6/2021
Sports Direct,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,4725,Outlet,15750,8/13/2021
Sports Direct,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,7350,Outlet,18375,8/14/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,35,525,8268.75,Outlet,18375,8/16/2021
Sports Direct,South,Texas,Dallas,Women's Street Footwear,25,525,4593.75,Outlet,13125,8/31/2021
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,50,525,13125,Outlet,26250,9/25/2021
Sports Direct,South,Texas,Dallas,Men's Apparel,55,525,10106.25,Outlet,28875,9/26/2021
Sports Direct,South,Texas,Dallas,Men's Apparel,60,525,11025,Outlet,31500,10/20/2021
Foot Locker,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,525,18768.75,Outlet,34125,12/3/2021
Kohl's,Midwest,Montana,Billings,Men's Street Footwear,35,525,8268.75,Outlet,18375,1/3/2021
Kohl's,Midwest,Montana,Billings,Men's Athletic Footwear,45,525,7087.5,Outlet,23625,1/28/2021
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,30,525,7875,Outlet,15750,4/6/2021
Sports Direct,South,Tennessee,Knoxville,Women's Street Footwear,40,525,9450,Outlet,21000,5/5/2021
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,45,525,14175,Outlet,23625,5/8/2021
Sports Direct,South,Alabama,Birmingham,Men's Apparel,50,525,11812.5,Outlet,26250,9/10/2021
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,30,525,7875,Outlet,15750,9/24/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,30,525,7875,Outlet,15750,9/25/2021
Amazon,Northeast,Maine,Portland,Men's Street Footwear,55,525,10106.25,Outlet,28875,11/11/2021
Amazon,Northeast,Maine,Portland,Men's Street Footwear,55,525,10106.25,Outlet,28875,12/21/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,55,525,10106.25,Outlet,28875,4/21/2021
Amazon,West,Alaska,Anchorage,Men's Street Footwear,65,525,11943.75,Outlet,34125,9/20/2021
Foot Locker,West,Hawaii,Honolulu,Men's Street Footwear,55,525,7218.75,Outlet,28875,5/11/2021
