Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Month,Year,Day,Season,Date
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,54,98,264.6,Online,5292,11,2020,27,Q4,11/27/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41,98,200.9,Online,4018,12,2020,10,Q4,12/10/2020
Kohl's,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,98,215.6,Online,4312,12,2020,31,Q4,12/31/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,26,96,74.88,Outlet,2496,3,2020,18,Q1,3/18/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,78,95,222.3,Online,7410,1,2020,25,Q1,1/25/2020
West Gear,West,Colorado,Denver,Women's Apparel,52,95,148.2,Online,4940,4,2020,1,Q2,4/1/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,54,94,152.28,Online,5076,1,2020,19,Q1,1/19/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,68,94,191.76,Online,6392,3,2020,2,Q1,3/2/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,59,94,166.38,Online,5546,4,2020,3,Q2,4/3/2020
West Gear,West,Washington,Seattle,Men's Apparel,69,94,194.58,Online,6486,7,2020,23,Q3,7/23/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,41,93,152.52,Outlet,3813,1,2020,17,Q1,1/17/2020
West Gear,West,Colorado,Denver,Men's Apparel,66,91,480.48,Online,6006,4,2020,18,Q2,4/18/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,46,91,209.3,Online,4186,12,2020,16,Q4,12/16/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,57,90,256.5,Online,5130,1,2020,29,Q1,1/29/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,51,90,183.6,Online,4590,3,2020,30,Q1,3/30/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,55,90,198,Online,4950,6,2020,16,Q2,6/16/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,59,90,212.4,Online,5310,6,2020,22,Q2,6/22/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,34,90,122.4,Outlet,3060,1,2020,5,Q1,1/5/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,40,90,144,Outlet,3600,1,2020,23,Q1,1/23/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,64,88,337.92,Online,5632,3,2020,7,Q1,3/7/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,71,88,249.92,Online,6248,6,2020,14,Q2,6/14/2020
West Gear,West,Washington,Seattle,Women's Apparel,78,88,205.92,Online,6864,6,2020,18,Q2,6/18/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,46,88,242.88,Online,4048,12,2020,3,Q4,12/3/2020
West Gear,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,87,187.05,Online,3741,1,2020,5,Q1,1/5/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,48,87,167.04,Online,4176,6,2020,4,Q2,6/4/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,87,149.64,Online,3741,11,2020,29,Q4,11/29/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,53,85,225.25,Online,4505,5,2020,11,Q2,5/11/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,64,85,217.6,Online,5440,6,2020,10,Q2,6/10/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,30,85,102,Outlet,2550,1,2020,11,Q1,1/11/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,50,84,210,Online,4200,1,2020,17,Q1,1/17/2020
Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,68,83,225.76,Online,5644,1,2020,1,Q1,1/1/2020
Foot Locker,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53,83,131.97,Outlet,4399,1,2020,1,Q1,1/1/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,59,81,334.53,Online,4779,2,2020,5,Q1,2/5/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,63,81,306.18,Online,5103,3,2020,1,Q1,3/1/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,53,81,257.58,Online,4293,11,2020,21,Q4,11/21/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,37,80,177.6,Outlet,2960,1,2020,6,Q1,1/6/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,49,78,152.88,Online,3822,5,2020,29,Q2,5/29/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42,77,161.7,Online,3234,12,2020,23,Q4,12/23/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,54,77,249.48,Online,4158,12,2020,27,Q4,12/27/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30,75,787.5,In-store,2250,10,2020,26,Q4,10/26/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,50,75,1125,In-store,3750,11,2020,2,Q4,11/2/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,55,75,1237.5,In-store,4125,11,2020,14,Q4,11/14/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,75,918.75,Outlet,2625,12,2020,13,Q4,12/13/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,45,75,1012.5,Outlet,3375,12,2020,14,Q4,12/14/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,59,75,221.25,Online,4425,1,2020,23,Q1,1/23/2020
West Gear,West,Colorado,Denver,Men's Apparel,64,75,336,Online,4800,5,2020,12,Q2,5/12/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,42,75,157.5,Online,3150,11,2020,23,Q4,11/23/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,44,74,162.8,Online,3256,1,2020,11,Q1,1/11/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,56,74,165.76,Online,4144,4,2020,5,Q2,4/5/2020
West Gear,West,Washington,Seattle,Men's Apparel,51,73,148.92,Online,3723,5,2020,30,Q2,5/30/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,37,73,135.05,Online,2701,12,2020,5,Q4,12/5/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,38,72,109.44,Online,2736,3,2020,18,Q1,3/18/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,36,72,129.6,Online,2592,3,2020,24,Q1,3/24/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,47,70,230.3,Online,3290,1,2020,6,Q1,1/6/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,37,70,155.4,Outlet,2590,1,2020,12,Q1,1/12/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,58,69,240.12,Online,4002,4,2020,11,Q2,4/11/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37,68,100.64,Online,2516,11,2020,30,Q4,11/30/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,43,66,198.66,Outlet,2838,1,2020,30,Q1,1/30/2020
West Gear,West,Washington,Seattle,Men's Apparel,52,65,135.2,Online,3380,6,2020,5,Q2,6/5/2020
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,33,65,85.8,Online,2145,10,2020,18,Q4,10/18/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,32,65,124.8,Online,2080,10,2020,22,Q4,10/22/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,34,65,132.6,Online,2210,10,2020,28,Q4,10/28/2020
Foot Locker,Southeast,Florida,Miami,Women's Street Footwear,24,63,60.48,Online,1512,10,2020,19,Q4,10/19/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36,63,90.72,Online,2268,11,2020,24,Q4,11/24/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,47,62,174.84,Outlet,2914,1,2020,24,Q1,1/24/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,59,61,215.94,Online,3599,12,2020,21,Q4,12/21/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,60,60,252,Online,3600,1,2020,30,Q1,1/30/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,49,60,176.4,Online,2940,12,2020,15,Q4,12/15/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,44,60,158.4,Outlet,2640,1,2020,18,Q1,1/18/2020
West Gear,West,Colorado,Denver,Men's Apparel,43,58,149.64,Online,2494,3,2020,25,Q1,3/25/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,49,58,113.68,Online,2842,11,2020,26,Q4,11/26/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,58,78.88,Online,1972,12,2020,11,Q4,12/11/2020
West Gear,West,Colorado,Denver,Men's Apparel,41,56,137.76,Online,2296,3,2020,19,Q1,3/19/2020
West Gear,West,Washington,Seattle,Men's Apparel,59,56,132.16,Online,3304,6,2020,17,Q2,6/17/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,56,56,Online,1400,10,2020,25,Q4,10/25/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,44,56,98.56,Online,2464,12,2020,24,Q4,12/24/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29,53,61.48,Online,1537,10,2020,31,Q4,10/31/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,36,53,114.48,Online,1908,11,2020,9,Q4,11/9/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,46,52,167.44,Online,2392,1,2020,12,Q1,1/12/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,63,52,229.32,Online,3276,1,2020,24,Q1,1/24/2020
West Gear,West,Washington,Seattle,Men's Apparel,60,52,124.8,Online,3120,6,2020,23,Q2,6/23/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,39,52,121.68,Online,2028,12,2020,9,Q4,12/9/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,52,79.04,Online,1976,12,2020,17,Q4,12/17/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,58,51,177.48,Online,2958,11,2020,15,Q4,11/15/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38,51,96.9,Online,1938,11,2020,25,Q4,11/25/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,50,50,750,In-store,2500,11,2020,8,Q4,11/8/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,50,700,In-store,2000,11,2020,13,Q4,11/13/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,49,74.48,Online,1862,11,2020,17,Q4,11/17/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,49,107.8,Online,2156,12,2020,25,Q4,12/25/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,55,47,180.95,Online,2585,1,2020,18,Q1,1/18/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,38,47,89.3,Online,1786,11,2020,3,Q4,11/3/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,33,47,77.55,Online,1551,11,2020,18,Q4,11/18/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,33,47,77.55,Online,1551,12,2020,1,Q4,12/1/2020
West Gear,West,Washington,Seattle,Men's Apparel,69,46,126.96,Online,3174,6,2020,11,Q2,6/11/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,45,72,Online,1440,11,2020,19,Q4,11/19/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,49,45,88.2,Online,2205,11,2020,20,Q4,11/20/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,38,45,85.5,Online,1710,12,2020,19,Q4,12/19/2020
West Gear,West,Colorado,Denver,Men's Apparel,62,44,163.68,Online,2728,4,2020,6,Q2,4/6/2020
West Gear,West,Colorado,Denver,Men's Apparel,63,44,221.76,Online,2772,4,2020,12,Q2,4/12/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,41,44,72.16,Online,1804,10,2020,27,Q4,10/27/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,44,44,77.44,Online,1936,11,2020,11,Q4,11/11/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,54,44,95.04,Online,2376,12,2020,26,Q4,12/26/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,42,42,70.56,Online,1764,12,2020,2,Q4,12/2/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,24,41,39.36,Online,984,12,2020,6,Q4,12/6/2020
West Gear,West,Colorado,Denver,Men's Apparel,56,39,131.04,Online,2184,3,2020,31,Q1,3/31/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,43,39,67.08,Online,1677,10,2020,21,Q4,10/21/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,38,51.68,Online,1292,10,2020,24,Q4,10/24/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,37,38,56.24,Online,1406,11,2020,12,Q4,11/12/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,36,38,54.72,Online,1368,12,2020,18,Q4,12/18/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,35,53.2,Online,1330,10,2020,30,Q4,10/30/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,32,34,43.52,Online,1088,12,2020,8,Q4,12/8/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,52,34,70.72,Online,1768,12,2020,20,Q4,12/20/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24,31,37.2,Online,744,12,2020,7,Q4,12/7/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,38,28,42.56,Online,1064,11,2020,5,Q4,11/5/2020
Foot Locker,Southeast,Florida,Miami,Women's Athletic Footwear,29,26,37.7,Online,754,10,2020,20,Q4,10/20/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,29,26,30.16,Online,754,11,2020,6,Q4,11/6/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,306.25,In-store,875,11,2020,1,Q4,11/1/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,306.25,In-store,875,11,2020,7,Q4,11/7/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,32,25,32,Online,800,12,2020,12,Q4,12/12/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,21,33.6,Online,672,12,2020,13,Q4,12/13/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27,20,27,Online,540,10,2020,26,Q4,10/26/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,50,20,40,Online,1000,11,2020,14,Q4,11/14/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,47,19,35.72,Online,893,11,2020,2,Q4,11/2/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,41,19,31.16,Online,779,12,2020,14,Q4,12/14/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Apparel,47,14,26.32,Online,658,11,2020,8,Q4,11/8/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,36,13,23.4,Online,468,11,2020,13,Q4,11/13/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,7,11.2,Online,224,11,2020,1,Q4,11/1/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,32,7,11.2,Online,224,11,2020,7,Q4,11/7/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,60,1275,38250,Outlet,76500,3,2020,10,Q1,3/10/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,60,1250,37500,Outlet,75000,3,2020,4,Q1,3/4/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,60,1250,37500,Outlet,75000,3,2020,16,Q1,3/16/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,60,1220,36600,Outlet,73200,2,2020,6,Q1,2/6/2020
Walmart,Northeast,New York,New York,Men's Street Footwear,60,1200,36000,Outlet,72000,4,2020,19,Q2,4/19/2020
Walmart,Northeast,New York,New York,Men's Street Footwear,65,1200,39000,Outlet,78000,5,2020,3,Q2,5/3/2020
Walmart,Northeast,New York,New York,Men's Street Footwear,65,1150,37375,Outlet,74750,4,2020,27,Q2,4/27/2020
West Gear,Southeast,Florida,Miami,Men's Street Footwear,65,1150,33637.5,In-store,74750,9,2020,11,Q3,9/11/2020
West Gear,Southeast,Florida,Miami,Men's Street Footwear,65,1125,32906.25,In-store,73125,9,2020,17,Q3,9/17/2020
West Gear,Southeast,Florida,Miami,Women's Apparel,70,975,34125,In-store,68250,9,2020,16,Q3,9/16/2020
West Gear,Southeast,Florida,Miami,Women's Apparel,70,925,32375,In-store,64750,9,2020,10,Q3,9/10/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,50,1250,31250,In-store,62500,1,2020,7,Q1,1/7/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,50,1220,30500,Outlet,61000,1,2020,25,Q1,1/25/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,50,1200,30000,In-store,60000,1,2020,1,Q1,1/1/2020
Foot Locker,Northeast,New York,New York,Men's Street Footwear,50,1200,30000,Outlet,60000,1,2020,31,Q1,1/31/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,65,1100,17875,Outlet,71500,3,2020,15,Q1,3/15/2020
Walmart,South,Texas,Houston,Women's Street Footwear,40,1100,15400,Outlet,44000,8,2020,26,Q3,8/26/2020
Walmart,South,Texas,Houston,Women's Street Footwear,40,1100,15400,Outlet,44000,9,2020,1,Q3,9/1/2020
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,45,1100,22275,In-store,49500,8,2020,12,Q3,8/12/2020
West Gear,Southeast,Florida,Miami,Men's Street Footwear,60,1075,29025,In-store,64500,4,2020,24,Q2,4/24/2020
Sports Direct,Southeast,Florida,Miami,Men's Street Footwear,65,1075,31443.75,In-store,69875,5,2020,24,Q2,5/24/2020
Walmart,Northeast,New York,New York,Women's Apparel,65,1075,17468.75,Outlet,69875,4,2020,18,Q2,4/18/2020
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,45,1070,21667.5,In-store,48150,8,2020,18,Q3,8/18/2020
West Gear,Southeast,Florida,Miami,Men's Street Footwear,55,1070,26482.5,In-store,58850,4,2020,24,Q2,4/24/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,65,1050,17062.5,Outlet,68250,3,2020,9,Q1,3/9/2020
Foot Locker,West,Washington,Seattle,Men's Street Footwear,45,1050,21262.5,In-store,47250,8,2020,6,Q3,8/6/2020
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,55,1050,25987.5,In-store,57750,9,2020,23,Q3,9/23/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,55,1025,16912.5,Outlet,56375,3,2020,11,Q1,3/11/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,55,1025,16912.5,Outlet,56375,3,2020,17,Q1,3/17/2020
Foot Locker,Southeast,Florida,Miami,Men's Street Footwear,45,1025,20756.25,In-store,46125,4,2020,24,Q2,4/24/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,1000,15000,In-store,50000,1,2020,2,Q1,1/2/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,40,1000,14000,In-store,40000,1,2020,3,Q1,1/3/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,50,1000,12500,In-store,50000,1,2020,6,Q1,1/6/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,50,1000,12500,Outlet,50000,1,2020,24,Q1,1/24/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,65,1000,16250,Outlet,65000,3,2020,3,Q1,3/3/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,55,1000,16500,Outlet,55000,3,2020,5,Q1,3/5/2020
Walmart,Northeast,New York,New York,Men's Athletic Footwear,55,1000,16500,Outlet,55000,4,2020,20,Q2,4/20/2020
Walmart,Northeast,New York,New York,Women's Apparel,65,1000,16250,Outlet,65000,4,2020,24,Q2,4/24/2020
Walmart,Northeast,New York,New York,Women's Apparel,70,1000,17500,Outlet,70000,4,2020,26,Q2,4/26/2020
Walmart,Northeast,New York,New York,Men's Athletic Footwear,55,1000,16500,Outlet,55000,5,2020,4,Q2,5/4/2020
Walmart,Northeast,New York,New York,Women's Apparel,70,1000,17500,Outlet,70000,7,2020,18,Q3,7/18/2020
Walmart,South,Texas,Houston,Women's Apparel,50,1000,25000,Outlet,50000,8,2020,23,Q3,8/23/2020
Sports Direct,Southeast,Florida,Miami,Men's Street Footwear,60,1000,27000,In-store,60000,9,2020,29,Q3,9/29/2020
Walmart,Northeast,New York,New York,Men's Athletic Footwear,55,975,16087.5,Outlet,53625,4,2020,28,Q2,4/28/2020
Walmart,Northeast,New York,New York,Women's Apparel,70,975,17062.5,Outlet,68250,5,2020,2,Q2,5/2/2020
Walmart,South,Texas,Houston,Women's Apparel,50,975,24375,Outlet,48750,8,2020,29,Q3,8/29/2020
Sports Direct,Southeast,Florida,Miami,Men's Street Footwear,60,975,26325,In-store,58500,10,2020,5,Q4,10/5/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,40,950,13300,Outlet,38000,1,2020,21,Q1,1/21/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,40,950,13300,Outlet,38000,1,2020,27,Q1,1/27/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,50,950,11875,Outlet,47500,1,2020,30,Q1,1/30/2020
Foot Locker,Northeast,New York,New York,Women's Apparel,50,950,11875,Outlet,47500,2,2020,5,Q1,2/5/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,50,950,16625,Outlet,47500,3,2020,12,Q1,3/12/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,50,950,16625,Outlet,47500,3,2020,18,Q1,3/18/2020
Walmart,Northeast,New York,New York,Women's Street Footwear,55,950,18287.5,Outlet,52250,5,2020,5,Q2,5/5/2020
Walmart,South,Texas,Houston,Women's Apparel,40,950,19000,Outlet,38000,8,2020,17,Q3,8/17/2020
Walmart,South,Texas,Houston,Men's Street Footwear,40,950,13300,Outlet,38000,8,2020,18,Q3,8/18/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,950,14962.5,Outlet,42750,8,2020,19,Q3,8/19/2020
Walmart,South,Texas,Houston,Men's Street Footwear,40,950,13300,Outlet,38000,8,2020,24,Q3,8/24/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,950,14962.5,Outlet,42750,8,2020,25,Q3,8/25/2020
Walmart,South,Texas,Houston,Men's Street Footwear,45,950,14962.5,Outlet,42750,10,2020,26,Q4,10/26/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,950,14962.5,Outlet,42750,10,2020,27,Q4,10/27/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,925,13875,Outlet,46250,1,2020,26,Q1,1/26/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,55,925,15262.5,Outlet,50875,2,2020,7,Q1,2/7/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,50,925,16187.5,Outlet,46250,3,2020,6,Q1,3/6/2020
Foot Locker,Northeast,New York,New York,Men's Apparel,60,925,16650,Outlet,55500,3,2020,14,Q1,3/14/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,50,925,16187.5,Outlet,46250,3,2020,31,Q1,3/31/2020
Walmart,Northeast,New York,New York,Women's Street Footwear,50,925,16187.5,Outlet,46250,4,2020,21,Q2,4/21/2020
Walmart,South,Texas,Houston,Men's Street Footwear,30,925,9712.5,Outlet,27750,8,2020,12,Q3,8/12/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,40,925,12950,Outlet,37000,8,2020,13,Q3,8/13/2020
Walmart,South,Texas,Houston,Men's Street Footwear,40,925,12950,Outlet,37000,8,2020,30,Q3,8/30/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,925,14568.75,Outlet,41625,8,2020,31,Q3,8/31/2020
Foot Locker,Southeast,Florida,Miami,Women's Apparel,60,925,27750,In-store,55500,9,2020,22,Q3,9/22/2020
Walmart,Northeast,New York,New York,Women's Street Footwear,55,920,17710,Outlet,50600,4,2020,29,Q2,4/29/2020
Foot Locker,Northeast,New York,New York,Men's Apparel,60,900,16200,In-store,54000,1,2020,5,Q1,1/5/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,900,13500,Outlet,45000,1,2020,8,Q1,1/8/2020
Foot Locker,Northeast,New York,New York,Men's Apparel,60,900,16200,Outlet,54000,1,2020,23,Q1,1/23/2020
Foot Locker,Northeast,New York,New York,Men's Athletic Footwear,50,900,13500,Outlet,45000,2,2020,1,Q1,2/1/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,40,900,12600,Outlet,36000,2,2020,2,Q1,2/2/2020
Foot Locker,Northeast,New York,New York,Women's Street Footwear,50,900,15750,Outlet,45000,2,2020,8,Q1,2/8/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,50,900,15750,Outlet,45000,3,2020,7,Q1,3/7/2020
Foot Locker,Northeast,New York,New York,Men's Apparel,60,900,16200,Outlet,54000,3,2020,8,Q1,3/8/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,50,900,15750,Outlet,45000,3,2020,13,Q1,3/13/2020
Walmart,Northeast,New York,New York,Men's Apparel,60,900,16200,Outlet,54000,4,2020,17,Q2,4/17/2020
Walmart,Northeast,New York,New York,Women's Athletic Footwear,50,900,15750,Outlet,45000,4,2020,22,Q2,4/22/2020
Walmart,Northeast,New York,New York,Men's Apparel,60,900,16200,Outlet,54000,4,2020,23,Q2,4/23/2020
Walmart,Northeast,New York,New York,Women's Athletic Footwear,55,900,17325,Outlet,49500,4,2020,30,Q2,4/30/2020
Walmart,Northeast,New York,New York,Women's Athletic Footwear,55,900,17325,Outlet,49500,5,2020,6,Q2,5/6/2020
Walmart,Northeast,New York,New York,Men's Apparel,65,900,17550,Outlet,58500,5,2020,7,Q2,5/7/2020
Sports Direct,Northeast,New York,New York,Men's Street Footwear,25,900,7875,Outlet,22500,7,2020,19,Q3,7/19/2020
Sports Direct,Northeast,New York,New York,Men's Athletic Footwear,35,900,11025,Outlet,31500,7,2020,20,Q3,7/20/2020
Sports Direct,South,Texas,Houston,Men's Street Footwear,30,900,9450,Outlet,27000,8,2020,6,Q3,8/6/2020
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,40,900,12600,Outlet,36000,8,2020,7,Q3,8/7/2020
Walmart,South,Texas,Houston,Women's Apparel,50,900,22500,Outlet,45000,9,2020,4,Q3,9/4/2020
Walmart,South,Texas,Houston,Women's Street Footwear,50,900,15750,Outlet,45000,9,2020,7,Q3,9/7/2020
Walmart,South,Texas,Houston,Men's Street Footwear,45,900,14175,Outlet,40500,10,2020,20,Q4,10/20/2020
